municipio;year;Todas las edades
        24175 Toreno;2016;3304
        24176 Toreno;2015;3380
        24177 Toreno;2014;3481
        24178 Toreno;2013;3525
        24179 Toreno;2012;3595
        24180 Toreno;2011;3691
        24181 Toreno;2010;3739
        24182 Toreno;2009;3743
        24183 Toreno;2008;3806
        24184 Toreno;2007;3836
        24185 Toreno;2006;3876
        24186 Toreno;2005;3793
        24187 Toreno;2004;3792
        24188 Toreno;2003;3942
        24170 Torre del Bierzo;2022;2068
        24171 Torre del Bierzo;2021;2079
        24172 Torre del Bierzo;2020;2114
        24173 Torre del Bierzo;2019;2164
        24174 Torre del Bierzo;2018;2162
        24175 Torre del Bierzo;2017;2157
        24176 Torre del Bierzo;2016;2248
        24177 Torre del Bierzo;2015;2265
        24178 Torre del Bierzo;2014;2352
        24179 Torre del Bierzo;2013;2440
        24180 Torre del Bierzo;2012;2460
        24181 Torre del Bierzo;2011;2562
        24182 Torre del Bierzo;2010;2588
        24183 Torre del Bierzo;2009;2583
        24184 Torre del Bierzo;2008;2641
        24185 Torre del Bierzo;2007;2714
        24186 Torre del Bierzo;2006;2825
        24187 Torre del Bierzo;2005;2778
        24188 Torre del Bierzo;2004;2736
        24189 Torre del Bierzo;2003;2921
        24171 Trabadelo;2022;338
        24172 Trabadelo;2021;336
        24173 Trabadelo;2020;333
        24174 Trabadelo;2019;357
        24175 Trabadelo;2018;353
        24176 Trabadelo;2017;352
        24177 Trabadelo;2016;366
        24178 Trabadelo;2015;394
        24179 Trabadelo;2014;412
        24180 Trabadelo;2013;426
        24181 Trabadelo;2012;430
        24182 Trabadelo;2011;456
        24183 Trabadelo;2010;447
        24184 Trabadelo;2009;454
        24185 Trabadelo;2008;479
        24186 Trabadelo;2007;496
        24187 Trabadelo;2006;509
        24188 Trabadelo;2005;523
        24189 Trabadelo;2004;523
        24190 Trabadelo;2003;502
        24172 Truchas;2022;418
        24173 Truchas;2021;418
        24174 Truchas;2020;419
        24175 Truchas;2019;443
        24176 Truchas;2018;413
        24177 Truchas;2017;426
        24178 Truchas;2016;444
        24179 Truchas;2015;454
        24180 Truchas;2014;470
        24181 Truchas;2013;492
        24182 Truchas;2012;508
        24183 Truchas;2011;529
        24184 Truchas;2010;504
        24185 Truchas;2009;539
        24186 Truchas;2008;573
        24187 Truchas;2007;619
        24188 Truchas;2006;632
        24189 Truchas;2005;648
        24190 Truchas;2004;673
        24191 Truchas;2003;705
        24173 Turcia;2022;993
        24174 Turcia;2021;1003
        24175 Turcia;2020;986
        24176 Turcia;2019;993
        24177 Turcia;2018;1005
        24178 Turcia;2017;1035
        24179 Turcia;2016;1039
        24180 Turcia;2015;1057
        24181 Turcia;2014;1091
        24182 Turcia;2013;1092
        24183 Turcia;2012;1112
        24184 Turcia;2011;1130
        24185 Turcia;2010;1152
        24186 Turcia;2009;1167
        24187 Turcia;2008;1168
        24188 Turcia;2007;1178
        24189 Turcia;2006;1196
        24190 Turcia;2005;1223
        24191 Turcia;2004;1216
        24192 Turcia;2003;1240
        24174 Urdiales del Páramo;2022;466
        24175 Urdiales del Páramo;2021;480
        24176 Urdiales del Páramo;2020;494
        24177 Urdiales del Páramo;2019;510
        24178 Urdiales del Páramo;2018;503
        24179 Urdiales del Páramo;2017;502
        24180 Urdiales del Páramo;2016;508
        24181 Urdiales del Páramo;2015;515
        24182 Urdiales del Páramo;2014;520
        24183 Urdiales del Páramo;2013;533
        24184 Urdiales del Páramo;2012;549
        24185 Urdiales del Páramo;2011;575
        24186 Urdiales del Páramo;2010;576
        24187 Urdiales del Páramo;2009;565
        24188 Urdiales del Páramo;2008;567
        24189 Urdiales del Páramo;2007;533
        24190 Urdiales del Páramo;2006;557
        24191 Urdiales del Páramo;2005;586
        24192 Urdiales del Páramo;2004;614
        24193 Urdiales del Páramo;2003;634
        24185 Val de San Lorenzo;2022;493
        24186 Val de San Lorenzo;2021;496
        24187 Val de San Lorenzo;2020;496
        24188 Val de San Lorenzo;2019;505
        24189 Val de San Lorenzo;2018;515
        24190 Val de San Lorenzo;2017;519
        24191 Val de San Lorenzo;2016;529
        24192 Val de San Lorenzo;2015;542
        24193 Val de San Lorenzo;2014;545
        24194 Val de San Lorenzo;2013;549
        24195 Val de San Lorenzo;2012;578
        24196 Val de San Lorenzo;2011;578
        24197 Val de San Lorenzo;2010;584
        24198 Val de San Lorenzo;2009;596
        24199 Val de San Lorenzo;2008;619
        24200 Val de San Lorenzo;2007;638
        24201 Val de San Lorenzo;2006;662
        24202 Val de San Lorenzo;2005;672
        24203 Val de San Lorenzo;2004;674
        24204 Val de San Lorenzo;2003;690
        24175 Valdefresno;2022;2280
        24176 Valdefresno;2021;2208
        24177 Valdefresno;2020;2173
        24178 Valdefresno;2019;2187
        24179 Valdefresno;2018;2177
        24180 Valdefresno;2017;2167
        24181 Valdefresno;2016;2158
        24182 Valdefresno;2015;2149
        24183 Valdefresno;2014;2124
        24184 Valdefresno;2013;2088
        24185 Valdefresno;2012;2046
        24186 Valdefresno;2011;2056
        24187 Valdefresno;2010;2056
        24188 Valdefresno;2009;2091
        24189 Valdefresno;2008;2040
        24190 Valdefresno;2007;2001
        24191 Valdefresno;2006;2004
        24192 Valdefresno;2005;1936
        24193 Valdefresno;2004;1893
        24194 Valdefresno;2003;1872
        24176 Valdefuentes del Páramo;2022;315
        24177 Valdefuentes del Páramo;2021;310
        24178 Valdefuentes del Páramo;2020;319
        24179 Valdefuentes del Páramo;2019;321
        24180 Valdefuentes del Páramo;2018;335
        24181 Valdefuentes del Páramo;2017;335
        24182 Valdefuentes del Páramo;2016;347
        24183 Valdefuentes del Páramo;2015;347
        24184 Valdefuentes del Páramo;2014;343
        24185 Valdefuentes del Páramo;2013;337
        24186 Valdefuentes del Páramo;2012;354
        24187 Valdefuentes del Páramo;2011;365
        24188 Valdefuentes del Páramo;2010;377
        24189 Valdefuentes del Páramo;2009;331
        24190 Valdefuentes del Páramo;2008;337
        24191 Valdefuentes del Páramo;2007;350
        24192 Valdefuentes del Páramo;2006;365
        24193 Valdefuentes del Páramo;2005;380
        24194 Valdefuentes del Páramo;2004;388
        24195 Valdefuentes del Páramo;2003;395
        24177 Valdelugueros;2022;501
        24178 Valdelugueros;2021;515
        24179 Valdelugueros;2020;515
        24180 Valdelugueros;2019;508
        24181 Valdelugueros;2018;509
        24182 Valdelugueros;2017;530
        24183 Valdelugueros;2016;520
        24184 Valdelugueros;2015;533
        24185 Valdelugueros;2014;548
        24186 Valdelugueros;2013;538
        24187 Valdelugueros;2012;526
        24188 Valdelugueros;2011;552
        24189 Valdelugueros;2010;458
        24190 Valdelugueros;2009;463
        24191 Valdelugueros;2008;459
        24192 Valdelugueros;2007;467
        24193 Valdelugueros;2006;454
        24194 Valdelugueros;2005;460
        24195 Valdelugueros;2004;467
        24196 Valdelugueros;2003;454
        24178 Valdemora;2022;64
        24179 Valdemora;2021;70
        24180 Valdemora;2020;73
        24181 Valdemora;2019;82
        24182 Valdemora;2018;73
        24183 Valdemora;2017;74
        24184 Valdemora;2016;77
        24185 Valdemora;2015;79
        24186 Valdemora;2014;81
        24187 Valdemora;2013;82
        24188 Valdemora;2012;85
        24189 Valdemora;2011;88
        24190 Valdemora;2010;85
        24191 Valdemora;2009;91
        24192 Valdemora;2008;97
        24193 Valdemora;2007;92
        24194 Valdemora;2006;94
        24195 Valdemora;2005;95
        24196 Valdemora;2004;102
        24197 Valdemora;2003;109
        24179 Valdepiélago;2022;293
        24180 Valdepiélago;2021;309
        24181 Valdepiélago;2020;307
        24182 Valdepiélago;2019;344
        24183 Valdepiélago;2018;337
        24184 Valdepiélago;2017;338
        24185 Valdepiélago;2016;332
        24186 Valdepiélago;2015;338
        24187 Valdepiélago;2014;343
        24188 Valdepiélago;2013;351
        24189 Valdepiélago;2012;361
        24190 Valdepiélago;2011;384
        24191 Valdepiélago;2010;405
        24192 Valdepiélago;2009;416
        24193 Valdepiélago;2008;436
        24194 Valdepiélago;2007;451
        24195 Valdepiélago;2006;413
        24196 Valdepiélago;2005;421
        24197 Valdepiélago;2004;422
        24198 Valdepiélago;2003;414
        24180 Valdepolo;2022;1190
        24181 Valdepolo;2021;1207
        24182 Valdepolo;2020;1200
        24183 Valdepolo;2019;1219
        24184 Valdepolo;2018;1224
        24185 Valdepolo;2017;1240
        24186 Valdepolo;2016;1248
        24187 Valdepolo;2015;1274
        24188 Valdepolo;2014;1297
        24189 Valdepolo;2013;1303
        24190 Valdepolo;2012;1328
        24191 Valdepolo;2011;1312
        24192 Valdepolo;2010;1312
        24193 Valdepolo;2009;1347
        24194 Valdepolo;2008;1383
        24195 Valdepolo;2007;1444
        24196 Valdepolo;2006;1457
        24197 Valdepolo;2005;1463
        24198 Valdepolo;2004;1481
        24199 Valdepolo;2003;1508
        24181 Valderas;2022;1566
        24182 Valderas;2021;1575
        24183 Valderas;2020;1586
        24184 Valderas;2019;1623
        24185 Valderas;2018;1661
        24186 Valderas;2017;1719
        24187 Valderas;2016;1777
        24188 Valderas;2015;1819
        24189 Valderas;2014;1731
        24190 Valderas;2013;1876
        24191 Valderas;2012;1943
        24192 Valderas;2011;2008
        24193 Valderas;2010;2014
        24194 Valderas;2009;2038
        24195 Valderas;2008;2041
        24196 Valderas;2007;2045
        24197 Valderas;2006;2055
        24198 Valderas;2005;2079
        24199 Valderas;2004;2049
        24200 Valderas;2003;2064
        24182 Valderrey;2022;422
        24183 Valderrey;2021;435
        24184 Valderrey;2020;446
        24185 Valderrey;2019;446
        24186 Valderrey;2018;436
        24187 Valderrey;2017;450
        24188 Valderrey;2016;454
        24189 Valderrey;2015;461
        24190 Valderrey;2014;464
        24191 Valderrey;2013;476
        24192 Valderrey;2012;487
        24193 Valderrey;2011;510
        24194 Valderrey;2010;502
        24195 Valderrey;2009;517
        24196 Valderrey;2008;553
        24197 Valderrey;2007;574
        24198 Valderrey;2006;588
        24199 Valderrey;2005;564
        24200 Valderrey;2004;580
        24201 Valderrey;2003;592
        24183 Valderrueda;2022;820
        24184 Valderrueda;2021;836
        24185 Valderrueda;2020;827
        24186 Valderrueda;2019;832
        24187 Valderrueda;2018;853
        24188 Valderrueda;2017;885
        24189 Valderrueda;2016;909
        24190 Valderrueda;2015;923
        24191 Valderrueda;2014;945
        24192 Valderrueda;2013;944
        24193 Valderrueda;2012;979
        24194 Valderrueda;2011;1001
        24195 Valderrueda;2010;1004
        24196 Valderrueda;2009;1014
        24197 Valderrueda;2008;1036
        24198 Valderrueda;2007;1058
        24199 Valderrueda;2006;1099
        24200 Valderrueda;2005;1113
        24201 Valderrueda;2004;1138
        24202 Valderrueda;2003;1189
        24184 Valdesamario;2022;186
        24185 Valdesamario;2021;195
        24186 Valdesamario;2020;189
        24187 Valdesamario;2019;194
        24188 Valdesamario;2018;196
        24189 Valdesamario;2017;199
        24190 Valdesamario;2016;213
        24191 Valdesamario;2015;215
        24192 Valdesamario;2014;216
        24193 Valdesamario;2013;219
        24194 Valdesamario;2012;222
        24195 Valdesamario;2011;222
        24196 Valdesamario;2010;221
        24197 Valdesamario;2009;214
        24198 Valdesamario;2008;218
        24199 Valdesamario;2007;218
        24200 Valdesamario;2006;225
        24201 Valdesamario;2005;222
        24202 Valdesamario;2004;224
        24203 Valdesamario;2003;240
        24187 Valdevimbre;2022;928
        24188 Valdevimbre;2021;936
        24189 Valdevimbre;2020;958
        24190 Valdevimbre;2019;978
        24191 Valdevimbre;2018;1003
        24192 Valdevimbre;2017;1006
        24193 Valdevimbre;2016;1016
        24194 Valdevimbre;2015;997
        24195 Valdevimbre;2014;1013
        24196 Valdevimbre;2013;1017
        24197 Valdevimbre;2012;1038
        24198 Valdevimbre;2011;1054
        24199 Valdevimbre;2010;1063
        24200 Valdevimbre;2009;1078
        24201 Valdevimbre;2008;1106
        24202 Valdevimbre;2007;1109
        24203 Valdevimbre;2006;1125
        24204 Valdevimbre;2005;1156
        24205 Valdevimbre;2004;1110
        24206 Valdevimbre;2003;1127
        24188 Valencia de Don Juan;2022;5176
        24189 Valencia de Don Juan;2021;5159
        24190 Valencia de Don Juan;2020;5272
        24191 Valencia de Don Juan;2019;5351
        24192 Valencia de Don Juan;2018;5302
        24193 Valencia de Don Juan;2017;5201
        24194 Valencia de Don Juan;2016;5190
        24195 Valencia de Don Juan;2015;5181
        24196 Valencia de Don Juan;2014;5204
        24197 Valencia de Don Juan;2013;5199
        24198 Valencia de Don Juan;2012;5184
        24199 Valencia de Don Juan;2011;5094
        24200 Valencia de Don Juan;2010;5079
        24201 Valencia de Don Juan;2009;5083
        24202 Valencia de Don Juan;2008;4839
        24203 Valencia de Don Juan;2007;4565
        24204 Valencia de Don Juan;2006;4412
        24205 Valencia de Don Juan;2005;4357
        24206 Valencia de Don Juan;2004;4165
        24207 Valencia de Don Juan;2003;4132
        24191 Vallecillo;2022;114
        24192 Vallecillo;2021;123
        24193 Vallecillo;2020;125
        24194 Vallecillo;2019;128
        24195 Vallecillo;2018;124
        24196 Vallecillo;2017;121
        24197 Vallecillo;2016;122
        24198 Vallecillo;2015;124
        24199 Vallecillo;2014;130
        24200 Vallecillo;2013;135
        24201 Vallecillo;2012;133
        24202 Vallecillo;2011;131
        24203 Vallecillo;2010;130
        24204 Vallecillo;2009;129
        24205 Vallecillo;2008;128
        24206 Vallecillo;2007;137
        24207 Vallecillo;2006;137
        24208 Vallecillo;2005;140
        24209 Vallecillo;2004;150
        24210 Vallecillo;2003;158
        24189 Valverde de la Virgen;2022;7559
        24190 Valverde de la Virgen;2021;7442
        24191 Valverde de la Virgen;2020;7377
        24192 Valverde de la Virgen;2019;7328
        24193 Valverde de la Virgen;2018;7294
        24194 Valverde de la Virgen;2017;7305
        24195 Valverde de la Virgen;2016;7358
        24196 Valverde de la Virgen;2015;7435
        24197 Valverde de la Virgen;2014;7275
        24198 Valverde de la Virgen;2013;7165
        24199 Valverde de la Virgen;2012;7118
        24200 Valverde de la Virgen;2011;6906
        24201 Valverde de la Virgen;2010;6581
        24202 Valverde de la Virgen;2009;6427
        24203 Valverde de la Virgen;2008;6178
        24204 Valverde de la Virgen;2007;5787
        24205 Valverde de la Virgen;2006;5505
        24206 Valverde de la Virgen;2005;5034
        24207 Valverde de la Virgen;2004;4592
        24208 Valverde de la Virgen;2003;4417
        24190 Valverde-Enrique;2022;152
        24191 Valverde-Enrique;2021;152
        24192 Valverde-Enrique;2020;155
        24193 Valverde-Enrique;2019;155
        24194 Valverde-Enrique;2018;159
        24195 Valverde-Enrique;2017;161
        24196 Valverde-Enrique;2016;174
        24197 Valverde-Enrique;2015;175
        24198 Valverde-Enrique;2014;181
        24199 Valverde-Enrique;2013;182
        24200 Valverde-Enrique;2012;189
        24201 Valverde-Enrique;2011;196
        24202 Valverde-Enrique;2010;195
        24203 Valverde-Enrique;2009;199
        24204 Valverde-Enrique;2008;202
        24205 Valverde-Enrique;2007;213
        24206 Valverde-Enrique;2006;214
        24207 Valverde-Enrique;2005;212
        24208 Valverde-Enrique;2004;208
        24209 Valverde-Enrique;2003;207
        24193 Vecilla, La;2022;411
        24194 Vecilla, La;2021;414
        24195 Vecilla, La;2020;393
        24196 Vecilla, La;2019;386
        24197 Vecilla, La;2018;393
        24198 Vecilla, La;2017;409
        24199 Vecilla, La;2016;409
        24200 Vecilla, La;2015;408
        24201 Vecilla, La;2014;396
        24202 Vecilla, La;2013;419
        24203 Vecilla, La;2012;428
        24204 Vecilla, La;2011;426
        24205 Vecilla, La;2010;441
        24206 Vecilla, La;2009;437
        24207 Vecilla, La;2008;437
        24208 Vecilla, La;2007;450
        24209 Vecilla, La;2006;438
        24210 Vecilla, La;2005;439
        24211 Vecilla, La;2004;421
        24212 Vecilla, La;2003;418
        24196 Vega de Espinareda;2022;2018
        24197 Vega de Espinareda;2021;2005
        24198 Vega de Espinareda;2020;2044
        24199 Vega de Espinareda;2019;2069
        24200 Vega de Espinareda;2018;2137
        24201 Vega de Espinareda;2017;2210
        24202 Vega de Espinareda;2016;2232
        24203 Vega de Espinareda;2015;2281
        24204 Vega de Espinareda;2014;2321
        24205 Vega de Espinareda;2013;2380
        24206 Vega de Espinareda;2012;2419
        24207 Vega de Espinareda;2011;2477
        24208 Vega de Espinareda;2010;2494
        24209 Vega de Espinareda;2009;2503
        24210 Vega de Espinareda;2008;2547
        24211 Vega de Espinareda;2007;2560
        24212 Vega de Espinareda;2006;2638
        24213 Vega de Espinareda;2005;2704
        24214 Vega de Espinareda;2004;2705
        24215 Vega de Espinareda;2003;2771
        24197 Vega de Infanzones;2022;835
        24198 Vega de Infanzones;2021;824
        24199 Vega de Infanzones;2020;818
        24200 Vega de Infanzones;2019;854
        24201 Vega de Infanzones;2018;854
        24202 Vega de Infanzones;2017;880
        24203 Vega de Infanzones;2016;883
        24204 Vega de Infanzones;2015;905
        24205 Vega de Infanzones;2014;918
        24206 Vega de Infanzones;2013;932
        24207 Vega de Infanzones;2012;925
        24208 Vega de Infanzones;2011;938
        24209 Vega de Infanzones;2010;911
        24210 Vega de Infanzones;2009;929
        24211 Vega de Infanzones;2008;940
        24212 Vega de Infanzones;2007;918
        24213 Vega de Infanzones;2006;925
        24214 Vega de Infanzones;2005;884
        24215 Vega de Infanzones;2004;856
        24216 Vega de Infanzones;2003;869
        24198 Vega de Valcarce;2022;579
        24199 Vega de Valcarce;2021;578
        24200 Vega de Valcarce;2020;587
        24201 Vega de Valcarce;2019;606
        24202 Vega de Valcarce;2018;604
        24203 Vega de Valcarce;2017;621
        24204 Vega de Valcarce;2016;652
        24205 Vega de Valcarce;2015;669
        24206 Vega de Valcarce;2014;672
        24207 Vega de Valcarce;2013;676
        24208 Vega de Valcarce;2012;706
        24209 Vega de Valcarce;2011;703
        24210 Vega de Valcarce;2010;712
        24211 Vega de Valcarce;2009;725
        24212 Vega de Valcarce;2008;752
        24213 Vega de Valcarce;2007;735
        24214 Vega de Valcarce;2006;731
        24215 Vega de Valcarce;2005;766
        24216 Vega de Valcarce;2004;805
        24217 Vega de Valcarce;2003;802
        24194 Vegacervera;2022;266
        24195 Vegacervera;2021;262
        24196 Vegacervera;2020;267
        24197 Vegacervera;2019;279
        24198 Vegacervera;2018;284
        24199 Vegacervera;2017;293
        24200 Vegacervera;2016;312
        24201 Vegacervera;2015;314
        24202 Vegacervera;2014;327
        24203 Vegacervera;2013;329
        24204 Vegacervera;2012;351
        24205 Vegacervera;2011;368
        24206 Vegacervera;2010;356
        24207 Vegacervera;2009;354
        24208 Vegacervera;2008;342
        24209 Vegacervera;2007;353
        24210 Vegacervera;2006;306
        24211 Vegacervera;2005;309
        24212 Vegacervera;2004;334
        24213 Vegacervera;2003;326
        24199 Vegaquemada;2022;428
        24200 Vegaquemada;2021;426
        24201 Vegaquemada;2020;438
        24202 Vegaquemada;2019;439
        24203 Vegaquemada;2018;437
        24204 Vegaquemada;2017;445
        24205 Vegaquemada;2016;457
        24206 Vegaquemada;2015;465
        24207 Vegaquemada;2014;454
        24208 Vegaquemada;2013;456
        24209 Vegaquemada;2012;467
        24210 Vegaquemada;2011;455
        24211 Vegaquemada;2010;469
        24212 Vegaquemada;2009;470
        24213 Vegaquemada;2008;468
        24214 Vegaquemada;2007;471
        24215 Vegaquemada;2006;475
        24216 Vegaquemada;2005;483
        24217 Vegaquemada;2004;488
        24218 Vegaquemada;2003;501
        24201 Vegas del Condado;2022;1154
        24202 Vegas del Condado;2021;1149
        24203 Vegas del Condado;2020;1109
        24204 Vegas del Condado;2019;1114
        24205 Vegas del Condado;2018;1117
        24206 Vegas del Condado;2017;1158
        24207 Vegas del Condado;2016;1158
        24208 Vegas del Condado;2015;1163
        24209 Vegas del Condado;2014;1175
        24210 Vegas del Condado;2013;1157
        24211 Vegas del Condado;2012;1195
        24212 Vegas del Condado;2011;1215
        24213 Vegas del Condado;2010;1240
        24214 Vegas del Condado;2009;1263
        24215 Vegas del Condado;2008;1290
        24216 Vegas del Condado;2007;1353
        24217 Vegas del Condado;2006;1319
        24218 Vegas del Condado;2005;1335
        24219 Vegas del Condado;2004;1361
        24220 Vegas del Condado;2003;1350
        24202 Villablino;2022;8086
        24203 Villablino;2021;8226
        24204 Villablino;2020;8444
        24205 Villablino;2019;8620
        24206 Villablino;2018;8919
        24207 Villablino;2017;9150
        24208 Villablino;2016;9342
        24209 Villablino;2015;9509
        24210 Villablino;2014;9784
        24211 Villablino;2013;10003
        24212 Villablino;2012;10220
        24213 Villablino;2011;10353
        24214 Villablino;2010;10553
        24215 Villablino;2009;10660
        24216 Villablino;2008;10860
        24217 Villablino;2007;11168
        24218 Villablino;2006;11544
        24219 Villablino;2005;11904
        24220 Villablino;2004;12212
        24221 Villablino;2003;12978
        24203 Villabraz;2022;99
        24204 Villabraz;2021;92
        24205 Villabraz;2020;91
        24206 Villabraz;2019;97
        24207 Villabraz;2018;93
        24208 Villabraz;2017;99
        24209 Villabraz;2016;107
        24210 Villabraz;2015;113
        24211 Villabraz;2014;110
        24212 Villabraz;2013;114
        24213 Villabraz;2012;110
        24214 Villabraz;2011;121
        24215 Villabraz;2010;125
        24216 Villabraz;2009;127
        24217 Villabraz;2008;139
        24218 Villabraz;2007;142
        24219 Villabraz;2006;142
        24220 Villabraz;2005;143
        24221 Villabraz;2004;139
        24222 Villabraz;2003;135
        24205 Villadangos del Páramo;2022;1221
        24206 Villadangos del Páramo;2021;1214
        24207 Villadangos del Páramo;2020;1163
        24208 Villadangos del Páramo;2019;1132
        24209 Villadangos del Páramo;2018;1094
        24210 Villadangos del Páramo;2017;1106
        24211 Villadangos del Páramo;2016;1096
        24212 Villadangos del Páramo;2015;1103
        24213 Villadangos del Páramo;2014;1100
        24214 Villadangos del Páramo;2013;1117
        24215 Villadangos del Páramo;2012;1111
        24216 Villadangos del Páramo;2011;1140
        24217 Villadangos del Páramo;2010;1165
        24218 Villadangos del Páramo;2009;1141
        24219 Villadangos del Páramo;2008;1128
        24220 Villadangos del Páramo;2007;1102
        24221 Villadangos del Páramo;2006;1109
        24222 Villadangos del Páramo;2005;1024
        24223 Villadangos del Páramo;2004;1018
        24224 Villadangos del Páramo;2003;992
        24207 Villademor de la Vega;2022;290
        24208 Villademor de la Vega;2021;299
        24209 Villademor de la Vega;2020;325
        24210 Villademor de la Vega;2019;327
        24211 Villademor de la Vega;2018;336
        24212 Villademor de la Vega;2017;337
        24213 Villademor de la Vega;2016;352
        24214 Villademor de la Vega;2015;349
        24215 Villademor de la Vega;2014;370
        24216 Villademor de la Vega;2013;390
        24217 Villademor de la Vega;2012;395
        24218 Villademor de la Vega;2011;383
        24219 Villademor de la Vega;2010;395
        24220 Villademor de la Vega;2009;397
        24221 Villademor de la Vega;2008;402
        24222 Villademor de la Vega;2007;395
        24223 Villademor de la Vega;2006;419
        24224 Villademor de la Vega;2005;437
        24225 Villademor de la Vega;2004;451
        24226 Villademor de la Vega;2003;441
        24209 Villafranca del Bierzo;2022;2756
        24210 Villafranca del Bierzo;2021;2806
        24211 Villafranca del Bierzo;2020;2855
        24212 Villafranca del Bierzo;2019;2899
        24213 Villafranca del Bierzo;2018;2974
        24214 Villafranca del Bierzo;2017;3055
        24215 Villafranca del Bierzo;2016;3153
        24216 Villafranca del Bierzo;2015;3160
        24217 Villafranca del Bierzo;2014;3251
        24218 Villafranca del Bierzo;2013;3316
        24219 Villafranca del Bierzo;2012;3463
        24220 Villafranca del Bierzo;2011;3505
        24221 Villafranca del Bierzo;2010;3516
        24222 Villafranca del Bierzo;2009;3481
        24223 Villafranca del Bierzo;2008;3504
        24224 Villafranca del Bierzo;2007;3533
        24225 Villafranca del Bierzo;2006;3636
        24226 Villafranca del Bierzo;2005;3710
        24227 Villafranca del Bierzo;2004;3729
        24228 Villafranca del Bierzo;2003;3728
        24210 Villagatón;2022;650
        24211 Villagatón;2021;636
        24212 Villagatón;2020;627
        24213 Villagatón;2019;613
        24214 Villagatón;2018;588
        24215 Villagatón;2017;588
        24216 Villagatón;2016;610
        24217 Villagatón;2015;617
        24218 Villagatón;2014;619
        24219 Villagatón;2013;635
        24220 Villagatón;2012;638
        24221 Villagatón;2011;642
        24222 Villagatón;2010;648
        24223 Villagatón;2009;665
        24224 Villagatón;2008;682
        24225 Villagatón;2007;672
        24226 Villagatón;2006;707
        24227 Villagatón;2005;719
        24228 Villagatón;2004;734
        24229 Villagatón;2003;779
        24211 Villamandos;2022;288
        24212 Villamandos;2021;292
        24213 Villamandos;2020;295
        24214 Villamandos;2019;294
        24215 Villamandos;2018;308
        24216 Villamandos;2017;303
        24217 Villamandos;2016;308
        24218 Villamandos;2015;310
        24219 Villamandos;2014;314
        24220 Villamandos;2013;318
        24221 Villamandos;2012;326
        24222 Villamandos;2011;322
        24223 Villamandos;2010;333
        24224 Villamandos;2009;341
        24225 Villamandos;2008;348
        24226 Villamandos;2007;343
        24227 Villamandos;2006;359
        24228 Villamandos;2005;362
        24229 Villamandos;2004;374
        24230 Villamandos;2003;396
        24901 Villamanín;2022;905
        24902 Villamanín;2021;912
        24903 Villamanín;2020;911
        24904 Villamanín;2019;949
        24905 Villamanín;2018;936
        24906 Villamanín;2017;958
        24907 Villamanín;2016;1001
        24908 Villamanín;2015;1029
        24909 Villamanín;2014;1053
        24910 Villamanín;2013;1087
        24911 Villamanín;2012;1109
        24912 Villamanín;2011;1108
        24913 Villamanín;2010;1109
        24914 Villamanín;2009;1125
        24915 Villamanín;2008;1111
        24916 Villamanín;2007;1091
        24917 Villamanín;2006;1147
        24918 Villamanín;2005;1161
        24919 Villamanín;2004;1161
        24920 Villamanín;2003;1198
        24212 Villamañán;2022;1076
        24213 Villamañán;2021;1083
        24214 Villamañán;2020;1102
        24215 Villamañán;2019;1126
        24216 Villamañán;2018;1155
        24217 Villamañán;2017;1181
        24218 Villamañán;2016;1178
        24219 Villamañán;2015;1194
        24220 Villamañán;2014;1218
        24221 Villamañán;2013;1226
        24222 Villamañán;2012;1282
        24223 Villamañán;2011;1267
        24224 Villamañán;2010;1282
        24225 Villamañán;2009;1297
        24226 Villamañán;2008;1299
        24227 Villamañán;2007;1304
        24228 Villamañán;2006;1295
        24229 Villamañán;2005;1287
        24230 Villamañán;2004;1285
        24231 Villamañán;2003;1325
        24213 Villamartín de Don Sancho;2022;156
        24214 Villamartín de Don Sancho;2021;156
        24215 Villamartín de Don Sancho;2020;159
        24216 Villamartín de Don Sancho;2019;176
        24217 Villamartín de Don Sancho;2018;152
        24218 Villamartín de Don Sancho;2017;153
        24219 Villamartín de Don Sancho;2016;155
        24220 Villamartín de Don Sancho;2015;164
        24221 Villamartín de Don Sancho;2014;148
        24222 Villamartín de Don Sancho;2013;148
        24223 Villamartín de Don Sancho;2012;157
        24224 Villamartín de Don Sancho;2011;162
        24225 Villamartín de Don Sancho;2010;152
        24226 Villamartín de Don Sancho;2009;153
        24227 Villamartín de Don Sancho;2008;166
        24228 Villamartín de Don Sancho;2007;162
        24229 Villamartín de Don Sancho;2006;142
        24230 Villamartín de Don Sancho;2005;161
        24231 Villamartín de Don Sancho;2004;180
        24232 Villamartín de Don Sancho;2003;177
        24214 Villamejil;2022;677
        24215 Villamejil;2021;682
        24216 Villamejil;2020;672
        24217 Villamejil;2019;687
        24218 Villamejil;2018;696
        24219 Villamejil;2017;704
        24220 Villamejil;2016;709
        24221 Villamejil;2015;746
        24222 Villamejil;2014;760
        24223 Villamejil;2013;771
        24224 Villamejil;2012;773
        24225 Villamejil;2011;796
        24226 Villamejil;2010;800
        24227 Villamejil;2009;815
        24228 Villamejil;2008;840
        24229 Villamejil;2007;846
        24230 Villamejil;2006;868
        24231 Villamejil;2005;889
        24232 Villamejil;2004;894
        24233 Villamejil;2003;929
        24215 Villamol;2022;144
        24216 Villamol;2021;150
        24217 Villamol;2020;152
        24218 Villamol;2019;164
        24219 Villamol;2018;162
